id,valor,peso,volumen,categoria
7716,619,5,98,5
7717,600,7,73,5
7718,451,40,7,2
7719,800,55,4,5
7720,704,90,3,3
7721,864,70,16,3
7722,519,70,60,5
7723,463,4,35,2
7724,473,96,32,5
7725,444,2,36,2
7726,571,100,24,3
7727,989,58,51,1
7728,202,90,48,2
7729,868,19,3,2
7730,683,92,55,4
7731,178,77,82,2
7732,375,91,30,4
7733,830,76,64,5
7734,900,37,63,4
7735,744,91,84,4
7736,64,57,78,1
7737,618,66,7,3
7738,514,19,9,5
7739,739,35,55,2
7740,954,68,19,3
7741,610,9,22,2
7742,618,10,73,1
7743,725,1,82,1
7744,855,34,8,3
7745,350,92,69,3
7746,504,71,20,2
7747,557,76,41,4
7748,396,46,81,1
7749,413,31,3,4
7750,67,43,86,5
7751,961,24,69,1
7752,371,59,94,5
7753,666,37,85,4
7754,768,24,38,3
7755,484,79,19,5
7756,299,11,78,2
7757,895,64,73,1
7758,470,70,9,3
7759,66,29,38,5
7760,469,30,61,5
7761,16,82,99,4
7762,370,7,85,5
7763,540,80,14,2
7764,800,40,71,2
7765,532,99,52,5
7766,96,94,66,4
7767,913,46,10,2
7768,271,21,91,1
7769,291,55,66,5
7770,540,100,60,2
7771,422,70,30,3
7772,58,49,75,4
7773,749,38,68,5
7774,647,71,25,4
7775,32,25,81,1
7776,496,40,31,4
7777,111,94,7,3
7778,355,78,81,3
7779,920,30,90,4
7780,921,80,91,2
7781,532,31,22,3
7782,800,19,22,5
7783,274,60,24,1
7784,520,19,33,5
7785,162,74,46,4
7786,876,8,58,5
7787,880,45,20,4
7788,175,96,58,1
7789,469,49,67,1
7790,797,50,76,2
7791,943,92,40,2
7792,214,64,56,5
7793,119,99,29,3
7794,216,46,40,1
7795,120,2,4,4
7796,660,7,62,2
7797,711,1,67,4
7798,123,43,30,1
7799,138,30,85,3
7800,750,66,21,3
7801,348,81,97,1
7802,598,9,81,1
7803,272,54,22,4
7804,786,14,69,4
7805,684,48,56,5
7806,568,72,74,4
7807,277,58,36,5
7808,873,99,31,3
7809,551,46,71,3
7810,1000,43,44,3
7811,434,28,85,5
7812,808,50,74,5
7813,469,48,33,4
7814,613,34,88,4
7815,885,50,11,2
7816,434,89,47,1
7817,978,49,68,1
7818,413,87,3,2
7819,570,64,10,1
7820,836,41,76,5
7821,466,17,43,4
7822,899,21,29,3
7823,256,55,94,3
7824,811,61,83,4
7825,203,28,15,3
7826,35,4,24,4
7827,777,84,25,1
7828,732,21,26,1
7829,401,98,99,5
7830,252,37,38,3
7831,308,30,11,3
7832,495,72,38,3
7833,698,88,82,3
7834,549,15,4,4
7835,623,47,6,5
7836,620,40,69,3
7837,205,66,82,3
7838,912,38,82,5
7839,312,31,59,2
7840,916,87,33,1
7841,822,21,1,3
7842,13,17,76,5
7843,764,47,79,3
7844,931,17,12,2
7845,239,62,91,3
7846,185,79,69,2
7847,535,66,9,2
7848,292,59,53,4
7849,854,13,71,3
7850,626,2,50,3
7851,305,70,12,1
7852,415,94,3,3
7853,219,94,44,1
7854,424,95,5,1
7855,593,47,55,5
7856,87,24,95,1
7857,108,80,86,3
7858,10,52,89,1
7859,29,66,76,1
7860,368,94,74,4
7861,408,71,8,2
7862,770,89,8,3
7863,923,86,6,2
7864,485,76,73,3
7865,399,5,22,3
7866,762,19,79,2
7867,924,39,38,3
7868,511,61,37,3
7869,264,4,76,4
7870,346,95,43,2
7871,410,18,72,3
7872,919,71,67,4
7873,477,62,78,1
7874,645,84,7,3
7875,104,23,4,1
7876,462,42,83,4
7877,320,67,39,5
7878,911,16,84,5
7879,669,66,27,3
7880,125,89,2,4
7881,116,35,30,5
7882,556,67,7,4
7883,145,90,19,3
7884,636,66,62,4
7885,555,46,26,1
7886,377,78,10,1
7887,234,72,90,5
7888,980,35,65,1
7889,918,24,65,3
7890,42,95,100,3
7891,108,12,69,4
7892,260,74,40,2
7893,650,73,44,2
7894,258,79,34,2
7895,348,26,96,5
7896,801,55,46,2
7897,208,94,82,4
7898,165,23,22,4
7899,372,88,89,4
7900,140,25,13,4
7901,499,62,28,5
7902,573,18,46,4
7903,441,3,12,4
7904,149,97,83,1
7905,887,32,24,3
7906,122,74,6,2
7907,612,67,72,5
7908,379,73,68,4
7909,716,39,94,5
7910,74,28,20,2
7911,77,37,87,4
7912,795,87,58,1
7913,92,82,28,5
7914,305,59,57,4
7915,265,19,8,1
7916,734,87,30,3
7917,458,25,13,4
7918,805,90,57,4
7919,903,35,50,3
7920,942,76,90,1
7921,581,22,94,3
7922,330,61,37,2
7923,55,30,59,1
7924,725,4,78,2
7925,158,54,45,3
7926,185,50,67,3
7927,166,26,91,3
7928,238,14,30,1
7929,853,30,46,5
7930,33,33,50,5
7931,93,40,99,3
7932,592,80,26,1
7933,568,19,8,5
7934,802,51,93,1
7935,876,5,35,5
7936,332,88,4,3
7937,655,17,54,5
7938,465,33,91,3
7939,176,69,1,2
7940,82,63,23,5
7941,42,80,51,2
7942,321,29,19,2
7943,753,35,21,3
7944,691,42,35,1
7945,517,17,94,2
7946,47,57,51,3
7947,856,49,59,4
7948,284,74,40,3
7949,684,13,90,3
7950,50,39,8,1
7951,332,99,24,2
7952,272,63,23,3
7953,204,15,14,1
7954,935,63,15,2
7955,212,25,25,5
7956,934,47,76,1
7957,792,34,11,3
7958,838,33,41,1
7959,270,45,58,1
7960,824,62,78,4
7961,891,4,93,2
7962,245,42,43,3
7963,24,30,88,2
7964,163,99,87,1
7965,336,99,37,1
7966,48,29,33,3
7967,890,15,3,1
7968,412,26,4,5
7969,377,39,18,3
7970,259,71,88,4
7971,442,69,28,2
7972,594,12,15,2
7973,267,22,55,1
7974,245,3,68,5
7975,497,93,78,1
7976,949,18,12,1
7977,341,29,32,2
7978,159,95,82,1
7979,763,22,49,1
7980,542,99,6,5
7981,560,72,80,3
7982,578,20,27,2
7983,671,45,37,4
7984,549,27,49,2
7985,387,60,72,2
7986,885,59,1,2
7987,935,4,52,3
7988,704,92,86,2
7989,472,33,84,1
7990,186,62,16,5
7991,661,36,88,2
7992,894,96,65,4
7993,530,57,34,2
7994,981,23,32,4
7995,747,53,54,3
7996,613,8,40,3
7997,966,83,58,5
7998,939,11,1,4
7999,577,57,72,5
8000,748,76,91,5
8001,14,97,1,2
8002,478,73,3,3
8003,975,22,23,1
8004,478,9,7,4
8005,527,33,38,5
8006,54,61,34,4
8007,397,30,99,3
8008,216,42,55,2
8009,988,84,80,4
8010,994,4,97,5
8011,495,11,70,3
8012,119,58,45,1
8013,811,66,51,4
8014,706,66,75,1
8015,261,26,88,2
8016,465,97,22,1
8017,867,43,42,5
8018,753,77,55,5
8019,388,98,81,2
8020,589,31,40,1
8021,118,16,90,3
8022,45,16,87,4
8023,366,4,64,2
8024,923,70,16,2
8025,571,73,77,5
8026,760,80,53,2
8027,629,91,76,1
8028,843,73,77,1
8029,360,18,100,5
8030,440,37,3,5
8031,369,38,13,5
8032,130,97,29,3
8033,62,56,69,4
8034,83,94,21,2
8035,102,62,7,2
8036,275,22,58,1
8037,966,63,88,5
8038,878,36,18,3
8039,272,65,8,3
8040,781,91,7,2
8041,561,13,25,1
8042,251,90,100,5
8043,759,29,84,1
8044,576,49,88,4
8045,649,62,95,5
8046,288,82,60,5
8047,693,55,40,2
8048,881,71,98,3
8049,499,29,40,1
8050,477,53,86,3
8051,649,57,5,1
8052,547,57,2,1
8053,781,67,33,3
8054,477,85,80,4
8055,56,73,16,4
8056,404,57,23,1
8057,344,66,100,3
8058,827,47,89,2
8059,938,93,35,2
8060,304,32,24,5
8061,832,82,68,1
8062,244,91,38,2
8063,512,71,53,3
8064,890,54,39,4
8065,910,21,45,1
8066,749,66,94,2
8067,909,98,6,3
8068,213,12,48,4
8069,437,31,65,1
8070,946,43,12,5
8071,457,42,20,2
8072,896,45,97,1
8073,484,14,11,5
8074,788,98,70,1
8075,361,54,89,5
8076,977,16,56,1
8077,570,93,30,4
8078,589,16,44,2
8079,309,6,7,3
8080,260,78,20,3
8081,547,65,61,2
8082,613,17,39,1
8083,427,83,84,4
8084,481,23,99,3
8085,445,81,65,3
8086,59,31,66,2
8087,853,22,95,5
8088,998,59,29,4
8089,580,87,46,5
8090,568,25,16,1
8091,858,47,91,1
8092,455,80,29,5
8093,149,69,69,2
8094,319,13,91,2
8095,674,84,65,2
8096,564,4,5,2
8097,933,99,63,4
8098,995,91,54,4
8099,713,54,6,1
8100,636,35,77,3
8101,781,88,78,2
8102,234,13,98,3
8103,996,18,8,4
8104,938,27,29,2
8105,693,40,34,3
8106,969,55,11,2
8107,503,90,43,1
8108,333,4,65,4
8109,139,13,72,3
8110,981,96,81,4
8111,862,62,36,3
8112,331,18,52,3
8113,55,35,95,5
8114,152,25,91,3
8115,92,94,83,4
8116,160,97,4,4
8117,723,34,29,5
8118,718,30,56,1
8119,117,71,94,4
8120,458,88,74,5
8121,506,86,61,1
8122,310,67,21,4
8123,547,99,45,2
8124,396,17,68,5
8125,694,32,5,3
8126,345,39,42,3
8127,106,74,24,2
8128,61,70,100,1
8129,739,33,9,2
8130,30,75,72,2
8131,445,64,79,4
8132,925,66,60,4
8133,195,42,79,2
8134,957,57,59,1
8135,685,88,34,5
8136,388,35,74,3
8137,929,94,63,2
8138,792,75,18,1
8139,220,53,54,5
8140,184,56,64,4
8141,299,91,80,4
8142,810,70,47,3
8143,189,64,65,5
8144,993,98,63,4
8145,45,71,2,1
8146,327,82,20,4
8147,815,78,85,2
8148,266,91,33,1
8149,244,26,91,4
8150,508,68,66,2
8151,421,71,64,2
8152,392,1,34,1
8153,638,89,60,2
8154,300,12,15,4
8155,375,45,42,4
8156,633,87,92,5
8157,45,32,25,3
8158,201,66,51,2
8159,435,5,73,3
8160,250,2,60,5
8161,885,80,92,1
8162,960,29,78,5
8163,907,38,24,4
8164,205,45,1,5
8165,710,71,94,1
8166,195,30,64,3
8167,749,93,93,1
8168,651,61,98,2
8169,351,89,35,4
8170,548,37,39,1
8171,11,2,74,4
8172,754,41,75,2
8173,351,99,53,3
8174,366,75,2,1
8175,567,2,13,3
8176,89,67,76,3
8177,19,90,96,3
8178,520,32,99,5
8179,67,41,59,2
8180,356,10,85,4
8181,367,83,27,1
8182,859,36,38,4
8183,26,95,40,2
8184,658,88,26,2
8185,438,18,6,1
8186,592,34,76,2
8187,419,95,43,2
8188,97,39,21,1
8189,163,77,49,5
8190,534,24,95,3
8191,82,13,60,3
8192,531,14,52,3
8193,875,74,21,3
8194,50,25,68,2
8195,352,64,2,3
8196,259,14,31,5
8197,621,48,18,1
8198,419,13,49,5
8199,465,29,98,5
8200,55,42,96,2
8201,586,71,80,1
8202,436,34,46,2
8203,881,87,90,3
8204,246,37,20,2
8205,501,60,91,1
8206,329,25,66,2
8207,711,61,78,2
8208,568,51,41,4
8209,968,96,62,4
8210,732,41,35,4
8211,673,95,26,3
8212,252,42,72,1
8213,526,90,69,2
8214,277,7,60,3
8215,449,85,60,3
8216,298,79,72,5
8217,808,46,26,3
8218,307,54,67,5
8219,699,73,71,5
8220,686,23,40,2
8221,401,8,26,3
8222,165,88,70,2
8223,102,13,94,1
8224,829,45,86,1
8225,908,35,41,5
8226,849,39,16,4
8227,31,51,79,4
8228,84,16,99,5
8229,678,65,76,2
8230,253,13,68,1
8231,52,79,84,3
8232,178,39,70,2
8233,232,86,7,5
8234,487,59,17,3
8235,732,82,24,4
8236,349,41,57,1
8237,292,77,38,1
8238,818,2,18,5
8239,91,58,33,5
8240,430,49,55,5
8241,379,36,79,4
8242,48,31,44,1
8243,388,38,65,4
8244,967,16,52,3
8245,987,22,31,1
8246,40,62,17,5
8247,401,32,32,3
8248,106,96,44,4
8249,345,68,13,1
8250,303,50,89,2
8251,309,48,72,5
8252,616,47,43,1
8253,246,91,37,3
8254,596,93,36,3
8255,222,7,12,3
8256,881,58,45,2
8257,629,48,50,3
8258,874,63,55,2
8259,486,59,93,2
8260,723,45,12,1
8261,186,4,79,2
8262,838,28,55,3
8263,559,97,64,3
8264,445,56,69,5
8265,117,93,97,5
8266,753,10,64,4
8267,323,81,17,5
8268,415,58,67,1
8269,638,98,39,3
8270,617,40,82,2
8271,36,43,46,2
8272,761,33,55,5
8273,655,37,52,3
8274,992,85,6,3
8275,496,33,10,3
8276,168,12,39,1
8277,164,70,97,5
8278,948,73,34,1
8279,643,41,54,1
8280,818,52,63,1
8281,10,87,77,1
8282,750,1,51,3
8283,904,16,91,4
8284,529,92,61,1
8285,997,40,30,5
8286,331,74,19,5
8287,897,17,75,2
8288,114,16,99,2
8289,734,73,86,1
8290,57,53,51,2
8291,702,83,55,1
8292,670,23,82,4
8293,380,10,85,3
8294,171,44,28,5
8295,52,63,37,4
8296,386,96,81,5
8297,657,66,44,3
8298,656,61,6,2
8299,188,99,63,4
8300,645,30,78,1
8301,409,5,73,2
8302,687,24,97,3
8303,223,22,56,4
8304,606,22,100,1
8305,209,48,53,5
8306,353,47,53,3
8307,240,58,5,2
8308,577,36,34,2
8309,190,58,33,4
8310,58,68,96,2
8311,585,78,82,2
8312,429,16,91,2
8313,488,60,58,1
8314,497,65,74,5
8315,571,30,28,3
8316,154,23,61,2
8317,494,3,10,5
8318,402,42,52,4
8319,829,15,8,5
8320,355,87,83,4
8321,652,91,29,1
8322,847,48,50,4
8323,503,60,98,5
8324,948,22,36,1
8325,149,26,33,5
8326,40,95,3,3
8327,401,51,95,4
8328,873,62,52,1
8329,570,69,1,3
8330,223,52,3,1
8331,757,77,15,5
8332,871,62,65,4
8333,237,53,16,4
8334,631,40,91,4
8335,721,47,35,4
8336,592,63,32,4
8337,1000,79,75,3
8338,618,82,43,3
8339,622,96,35,4
8340,38,18,40,5
8341,932,56,63,5
8342,93,72,89,1
8343,276,40,25,3
8344,304,84,58,4
8345,549,37,50,4
8346,721,58,32,1
8347,785,24,18,2
8348,785,20,67,1
8349,687,6,49,5
8350,670,29,8,2
8351,853,21,6,3
8352,157,52,58,2
8353,742,61,8,4
8354,922,38,98,3
8355,610,51,49,1
8356,744,74,33,5
8357,498,65,92,2
8358,957,93,93,3
8359,270,27,24,3
8360,304,70,45,5
8361,321,36,38,2
8362,625,63,77,5
8363,738,19,82,5
8364,41,48,5,4
8365,792,51,54,2
8366,582,70,6,5
8367,263,33,64,3
8368,861,23,92,1
8369,505,78,55,2
8370,835,80,54,3
8371,522,100,91,1
8372,792,10,91,1
8373,226,84,53,3
8374,844,1,12,5
8375,797,88,19,5
8376,810,25,62,2
8377,201,75,48,3
8378,685,16,64,2
8379,433,98,90,1
8380,524,73,51,3
8381,71,75,93,4
8382,185,44,53,2
8383,806,76,22,2
8384,532,79,25,4
8385,762,58,57,2
8386,858,21,90,4
8387,652,10,73,5
8388,554,98,39,1
8389,652,11,91,3
8390,422,97,32,3
8391,394,37,44,4
8392,82,18,50,2
8393,499,30,59,4
8394,369,17,62,3
8395,880,86,96,3
8396,588,69,5,1
8397,970,45,71,1
8398,342,60,15,2
8399,152,29,17,1
8400,55,32,91,3
8401,545,59,70,1
8402,830,66,80,3
8403,884,54,97,5
8404,445,35,96,1
8405,726,56,8,5
8406,685,52,69,5
8407,907,76,38,3
8408,589,65,2,3
8409,339,54,7,3
8410,527,71,82,3
8411,214,10,53,4
8412,212,69,13,5
8413,516,43,8,1
8414,592,13,4,4
8415,115,7,55,5
8416,596,29,3,5
8417,578,78,84,5
8418,725,22,14,3
8419,597,10,68,2
8420,46,31,86,4
8421,908,3,86,5
8422,827,8,75,2
8423,637,9,68,4
8424,809,15,67,5
8425,334,54,38,5
8426,898,30,2,3
8427,702,70,96,5
8428,709,43,100,5
8429,691,12,4,4
8430,829,35,29,1
8431,452,39,32,5
8432,276,99,44,2
8433,385,89,64,3
8434,815,72,30,1
8435,221,56,67,1
8436,674,27,91,3
8437,25,81,86,3
8438,526,94,63,5
8439,100,16,44,2
8440,235,67,26,5
8441,509,99,82,4
8442,747,58,60,4
8443,544,28,43,2
8444,973,66,57,5
8445,261,97,24,2
8446,615,80,53,5
8447,17,63,84,2
8448,707,62,67,3
8449,78,61,37,4
8450,936,85,87,1
8451,292,37,16,3
8452,455,29,36,5
8453,686,27,97,3
8454,369,88,7,1
8455,899,83,4,3
8456,954,4,67,5
8457,943,4,20,3
8458,50,5,49,1
8459,456,89,34,4
8460,959,20,83,4
8461,665,80,17,5
8462,737,47,73,5
8463,431,51,93,4
8464,175,98,27,2
8465,72,17,80,2
8466,626,17,32,2
8467,172,75,5,3
8468,175,38,46,2
8469,254,20,26,3
8470,877,63,52,1
8471,732,98,4,3
8472,371,95,48,1
8473,194,77,13,4
8474,872,83,94,4
8475,88,97,35,4
8476,959,79,9,5
8477,647,72,98,3
8478,979,28,48,5
8479,171,49,21,4
8480,891,8,92,3
8481,612,70,77,3
8482,743,45,67,2
8483,829,31,69,4
8484,539,23,24,4
8485,747,59,48,5
8486,302,7,81,1
8487,700,51,94,3
8488,173,4,65,5
8489,252,50,91,2
8490,108,32,66,5
8491,793,20,36,1
8492,955,22,86,4
8493,301,82,1,2
8494,303,18,29,2
8495,891,62,97,2
8496,79,88,48,1
8497,553,4,10,1
8498,384,85,32,4
8499,541,96,67,2
8500,707,22,14,3
8501,815,54,68,3
8502,891,35,45,1
8503,895,4,87,4
8504,444,53,39,5
8505,934,31,72,5
8506,929,43,80,1
8507,613,98,12,3
8508,298,63,97,4
8509,326,37,10,4
8510,711,88,74,2
8511,292,66,30,4
8512,474,20,3,2
8513,792,11,32,4
8514,856,81,81,4
8515,665,18,33,3
8516,521,84,45,2
8517,345,84,85,4
8518,489,3,84,2
8519,114,55,15,4
8520,978,89,59,4
8521,515,39,53,1
8522,223,77,72,2
8523,94,70,58,1
8524,575,10,92,2
8525,531,29,14,4
8526,577,17,10,5
8527,211,56,4,3
8528,518,44,9,3
8529,475,3,94,5
8530,723,56,8,1
8531,232,59,68,3
8532,896,3,4,5
8533,815,2,57,3
8534,551,97,96,2
8535,750,26,86,1
8536,360,7,56,1
8537,619,83,33,5
8538,575,73,24,2
8539,152,83,38,3
8540,742,31,92,3
8541,463,7,65,5
8542,112,62,91,4
8543,573,68,79,4
8544,797,2,26,3
8545,534,83,97,1
8546,98,96,69,3
8547,963,29,31,3
8548,863,81,94,3
8549,750,65,24,3
8550,340,64,4,1
8551,833,4,85,1
8552,637,29,36,2
8553,86,62,76,3
8554,729,4,92,1
8555,733,10,83,2
8556,749,1,64,3
8557,433,37,91,3
8558,655,73,40,2
8559,92,16,30,2
8560,548,1,28,1
8561,229,76,53,2
8562,178,100,81,1
8563,490,79,58,4
8564,156,33,33,2
8565,416,57,81,5
8566,773,39,23,1
8567,620,38,25,2
8568,989,94,96,4
8569,568,6,70,2
8570,804,6,73,5
8571,703,91,96,1
8572,601,45,64,5
8573,851,15,67,2
8574,736,31,24,1
8575,377,4,15,5
8576,511,58,46,2
8577,998,38,62,4
8578,789,37,34,2
8579,834,11,62,4
8580,700,19,30,1
8581,553,43,64,1
8582,593,97,92,4
8583,900,16,98,1
8584,671,57,98,2
8585,834,78,28,3
8586,433,44,24,5
8587,14,40,19,3
8588,14,67,72,5
8589,431,63,32,4
8590,764,38,84,3
8591,976,20,65,4
8592,467,23,31,1
8593,230,94,22,2
8594,415,20,100,2
8595,10,34,20,3
8596,196,7,72,1
8597,359,30,46,2
8598,157,12,41,3
8599,112,29,54,1
8600,107,89,80,5
8601,571,21,73,1
8602,424,55,39,4
8603,107,96,53,2
8604,519,62,47,5
8605,743,45,84,1
8606,754,38,15,1
8607,626,2,9,4
8608,698,24,39,1
8609,141,88,87,3
8610,618,24,36,2
8611,40,25,54,1
8612,924,85,60,1
8613,972,57,14,1
8614,573,95,80,4
8615,530,91,10,2
8616,587,82,62,5
8617,732,71,77,1
8618,773,2,67,1
8619,223,12,41,4
8620,779,56,96,3
8621,88,26,54,1
8622,319,21,23,3
8623,511,75,61,2
8624,19,70,79,3
8625,822,89,97,2
8626,189,46,60,1
8627,432,34,34,3
8628,570,74,79,1
8629,32,22,97,4
8630,812,39,76,3
8631,763,84,39,3
8632,754,66,39,4
8633,900,81,18,4
8634,299,7,56,2
8635,326,99,43,1
8636,497,59,86,5
8637,528,59,37,2
8638,255,9,41,2
8639,521,19,75,5
8640,129,72,23,4
8641,386,44,37,1
8642,398,27,80,2
8643,331,49,51,3
8644,628,44,24,3
8645,722,99,55,2
8646,452,62,81,2
8647,251,47,89,2
8648,565,56,61,2
8649,877,4,82,5
8650,606,13,76,2
8651,439,48,55,3
8652,71,73,9,3
8653,831,30,6,1
8654,177,77,80,2
8655,11,89,29,2
8656,588,72,60,5
8657,780,66,51,3
8658,514,57,73,3
8659,504,59,61,1
8660,899,70,41,1
8661,391,2,1,4
8662,617,12,3,4
8663,509,87,81,5
8664,554,67,27,3
8665,789,36,27,3
8666,736,20,62,2
8667,178,72,91,2
8668,208,27,99,4
8669,17,18,27,2
8670,208,2,2,4
8671,735,62,70,4
8672,795,22,26,4
8673,450,60,66,2
8674,445,44,70,3
8675,638,50,12,4
8676,784,19,73,3
8677,659,46,16,3
8678,275,47,40,5
8679,287,82,23,4
8680,808,72,64,1
8681,570,75,23,3
8682,919,32,20,1
8683,797,8,97,1
8684,730,17,100,1
8685,655,74,22,2
8686,211,37,33,5
8687,17,12,69,5
8688,276,64,82,2
8689,365,12,48,1
8690,966,34,25,1
8691,724,27,76,1
8692,229,60,51,1
8693,357,76,78,2
8694,626,80,48,1
8695,782,73,24,2
8696,756,59,87,1
8697,880,50,79,1
8698,414,49,99,1
8699,386,44,64,1
8700,169,22,99,3
8701,707,98,76,3
8702,75,69,77,3
8703,777,50,68,1
8704,299,15,49,5
8705,119,42,48,4
8706,251,53,35,2
8707,171,39,24,3
8708,85,15,92,2
8709,535,45,40,5
8710,540,36,63,4
8711,923,14,18,1
8712,302,88,98,4
8713,377,32,3,3
8714,156,14,3,4
8715,991,8,28,4
8716,925,55,100,2
8717,604,87,4,5
8718,90,26,49,5
8719,412,76,61,4
8720,444,96,94,3
8721,539,68,70,5
8722,898,48,15,3
8723,237,32,11,4
8724,148,69,52,3
8725,328,42,43,1
8726,983,1,16,3
8727,545,42,10,4
8728,325,55,53,5
8729,948,20,40,5
8730,74,30,39,4
8731,154,51,23,2
8732,622,14,7,1
8733,470,72,61,2
8734,428,97,2,2
8735,986,99,37,2
8736,781,11,33,2
8737,480,89,39,3
8738,349,14,3,2
8739,366,32,89,3
8740,694,34,15,4
8741,595,62,90,5
8742,703,51,15,2
8743,870,100,31,2
8744,459,43,53,5
8745,852,9,94,2
8746,931,9,1,1
8747,923,1,6,1
8748,273,39,52,5
8749,485,59,61,4
8750,485,52,94,5
8751,248,89,28,5
8752,922,82,8,1
8753,614,60,69,3
8754,510,53,70,3
8755,181,9,86,1
8756,148,91,41,4
8757,84,27,55,2
8758,673,62,95,3
8759,742,45,55,1
8760,934,14,48,2
8761,566,70,60,1
8762,416,34,84,4
8763,193,80,56,1
8764,725,74,91,5
8765,885,91,51,4
8766,647,72,40,2
8767,473,64,91,4
8768,932,41,90,3
8769,147,70,86,5
8770,949,30,37,2
8771,523,61,78,1
8772,567,59,100,1
8773,461,50,72,4
8774,795,8,50,2
8775,859,34,55,2
8776,417,68,11,3
8777,399,39,74,3
8778,922,2,26,4
8779,362,5,16,5
8780,694,55,97,3
8781,645,71,62,5
8782,558,95,9,3
8783,732,16,61,5
8784,665,5,90,5
8785,786,69,79,5
8786,928,90,99,1
8787,586,61,11,1
8788,464,8,79,3
8789,37,10,6,4
8790,76,97,74,3
8791,506,24,37,5
8792,114,86,74,4
8793,328,62,27,5
8794,656,17,56,5
8795,369,95,65,5
8796,278,26,80,5
8797,237,50,16,3
8798,785,85,71,1
8799,190,37,12,5
8800,840,82,78,5
8801,334,17,66,4
8802,133,15,51,4
8803,28,25,40,4
8804,84,46,48,5
8805,427,58,45,4
8806,54,37,37,4
8807,759,50,37,1
8808,718,61,37,5
8809,429,24,57,2
8810,952,61,11,5
8811,42,25,61,5
8812,950,93,99,2
8813,489,27,47,4
8814,649,96,56,4
8815,638,45,88,1
8816,749,47,50,4
8817,467,34,64,3
8818,461,14,46,3
8819,26,10,18,1
8820,494,86,83,2
8821,286,58,53,1
8822,351,27,11,2
8823,959,15,86,1
8824,87,88,72,1
8825,354,7,100,5
8826,309,29,24,4
8827,572,15,84,2
8828,200,58,71,5
8829,70,8,92,3
8830,90,5,92,1
8831,496,91,45,1
8832,974,86,100,1
8833,654,87,13,3
8834,511,88,53,1
8835,519,77,57,4
8836,28,55,72,5
8837,715,65,12,5
8838,575,39,57,3
8839,686,88,9,2
8840,630,49,29,5
8841,512,48,78,2
8842,709,36,12,5
8843,595,96,97,5
8844,165,70,86,3
8845,706,19,78,1
8846,289,6,29,1
8847,907,88,36,5
8848,72,57,61,5
8849,133,96,80,4
8850,645,47,88,1
8851,787,52,12,1
8852,387,40,78,5
8853,423,35,98,1
8854,739,59,2,4
8855,882,20,11,1
8856,149,99,74,2
8857,867,84,54,3
8858,296,44,36,2
8859,349,78,33,5
8860,250,27,61,1
8861,902,14,31,4
8862,195,44,84,1
8863,745,35,94,3
8864,174,86,15,4
8865,546,18,62,1
8866,485,42,60,1
8867,188,76,48,3
8868,662,35,44,3
8869,683,71,46,3
8870,340,81,31,4
8871,417,79,3,4
8872,672,20,85,1
8873,361,91,5,5
8874,987,73,27,4
8875,135,28,37,3
8876,741,100,30,5
8877,579,31,42,2
8878,126,49,34,3
8879,728,38,62,4
8880,128,2,17,4
8881,644,75,82,5
8882,356,85,60,3
8883,179,79,32,3
8884,30,96,77,1
8885,407,92,82,2
8886,711,11,83,3
8887,293,62,19,2
8888,973,56,72,5
8889,836,26,2,3
8890,361,34,75,3
8891,87,67,57,2
8892,435,100,2,3
8893,243,83,29,4
8894,120,86,64,1
8895,250,23,28,3
8896,900,86,47,1
8897,398,98,73,1
8898,911,18,3,1
8899,454,59,62,5
8900,325,26,78,3
8901,972,18,95,4
8902,273,13,23,3
8903,958,66,46,3
8904,216,15,71,1
8905,291,68,27,5
8906,881,91,17,5
8907,73,98,27,3
8908,611,34,13,1
8909,477,45,63,4
8910,851,82,23,2
8911,819,52,24,4
8912,680,56,44,2
8913,123,80,72,1
8914,225,91,18,5
8915,365,37,66,2
8916,241,75,19,3
8917,19,3,48,5
8918,434,44,24,2
8919,63,56,43,2
8920,791,21,72,3
8921,863,40,1,3
8922,967,100,35,5
8923,991,1,26,1
8924,477,62,36,4
8925,362,88,85,4
8926,749,23,100,3
8927,617,81,47,5
8928,99,24,100,3
8929,556,16,71,3
8930,413,10,55,5
8931,944,64,17,5
8932,299,100,16,1
8933,795,70,7,5
8934,90,58,30,4
8935,519,41,41,4
8936,54,40,96,3
8937,954,11,28,1
8938,734,6,58,1
8939,245,46,27,1
8940,496,16,42,4
8941,298,77,81,4
8942,487,93,66,1
8943,197,17,54,2
8944,325,92,53,4
8945,783,33,77,1
8946,361,62,70,2
8947,942,54,63,5
8948,157,58,68,5
8949,113,40,88,4
8950,522,90,39,3
8951,66,62,39,4
8952,905,89,3,1
8953,480,34,94,2
8954,401,91,43,5
8955,583,13,47,1
8956,177,94,2,2
8957,614,25,93,1
8958,115,28,22,4
8959,376,43,81,3
8960,276,92,89,1
8961,64,8,95,5
8962,565,78,66,2
8963,374,33,79,2
8964,175,65,5,1
8965,401,49,86,1
8966,758,82,52,2
8967,576,53,13,1
8968,843,6,79,4
8969,660,77,47,4
8970,965,74,88,1
8971,648,70,38,1
8972,622,10,58,4
8973,400,89,31,4
8974,413,81,58,5
8975,434,14,27,5
8976,764,61,54,5
8977,77,66,37,3
8978,886,71,76,2
8979,330,93,94,1
8980,85,32,97,1
8981,253,28,1,2
8982,439,5,36,3
8983,544,47,80,1
8984,844,27,41,5
8985,435,12,15,2
8986,57,4,65,1
